kalimat_id,kata,sense,kalimat
1000812,mengandung,2302,"Ketika Hagar mengandung anak Abram, ia menjadi sombong dan merendahkan Sarai."
1000844,mengandung,2301,"OU adalah sebuah jenis objek Active Directory yang dapat mengandung objek lainnya, seperti halnya sebuah akun pengguna, komputer, atau aplikasi atau mengandung objek OU lainnya."
1000943,mengandung,2301,Lain-lain cairan tubuh yang mengandung hidrogen (proton) juga bersifat magnetik.
1001015,mengandung,2301,"Dengan demikian, gabungan kata aulumul-hadist mengandung pengertian ilmu-ilmu yang membahas atau berkaitan Hadits nabi sholallahu alaihi wasallam."
1001040,mengandung,2301,KPI pun sempat menyayangkan karena acara di sahur atau berbuka puasa jauh dari semangat Ramadan karena lebih banyak mengandung unsur lawakan yang melecehkan.
971850,mendorong,2602,"Satu versi mengklaim dia menipu Maslamah untuk menyerahkan sebagian besar suplai gandumnya, sementara yang lain mengklaim bahwa jenderal Arab itu dibujuk untuk membakar itu semua, untuk menunjukkan kepada penduduk kota bahwa mereka akan segeran menghadapi serangan dan mendorong mereka untuk menyerah."
971870,mendorong,2602,"Langkah ini mutlak diperlukan guna memfungsikan kembali perbankan sebagai lembaga perantara yang akan mendorong pertumbuhan ekonomi, disamping sekaligus meningkatkan efektivitas pelaksanaan kebijakan moneter."
971892,mendorong,2602,"Dimulai sekitar tahun 1960, sebuah ""revolusi kognitif"" dalam penelitian pada manusia secara bertahap mendorong transformasi yang sama dalam penelitian pada hewan."
971904,mendorong,2602,"Pada quarter terakhir abad 19th, kemunculan dari large industrial trusts mendorong legislation di U.S. untuk mengurangi monopolistic tendencies dari masa ini."
971918,mendorong,2602,"Jikalau Empedokles menyatakan ada dua prinsip yang menyebabkan perubahan-perubahan dari zat-zat dasar, yakni ""cinta"" dan ""benci"", maka Anaxagoras menyatakan hanya ada satu prinsip yang mendorong perubahan-perubahan dari benih-benih tersebut, yakni ""nous""."
971949,mendorong,2602,Naiknya Kate Middleton menjadi putri kerajaan Britania dan penyelenggaraan Olimpiade London 2012 dikatakan sebagai faktor-faktor yang mendorong London menjadi kota mode dunia.
971967,mendorong,2602,"Dicatat dalam Kitab Ezra pasal 5:2, bahwa Yesua termasuk pemimpin yang mendorong pembangunan kembali Bait Suci."
972008,mendorong,2601,Kedua tangan membantu mendorong ke atas bersamaan dengan kedua kaki yang mendorong dan menahan berat badan.
972013,mendorong,2602,Dalam Perang Enam Hari mendorong Israel pada tanggal 9 Juni 1967 kembali menguasai Suez.
972015,mendorong,2602,Dan marilah kita saling memperhatikan supaya kita saling mendorong dalam kasih dan dalam pekerjaan baik.
972020,mendorong,2601,Ini membutuhkan gearbox internal yang pasangan drive ke driveshaft radial atau towershaft yang mendorong pada sebuah gearbox eksternal.
972038,mendorong,2601,"Yang mengiringi musik video untuk ""Wae Ireoni"", diarahkan oleh Lee Dae-jin, menggambarkan para grup menghadiri pesta di mana para anggota mendorong Jiyeon untuk menggoda dengan pria yang disukainya."
972042,mendorong,2602,Faktor selanjutnya yang mendorong pengembangan galai-galai niaga ukuran besar adalah lonjakan jumlah peziarah Eropa Barat ke Tanah Suci.
972069,mendorong,2602,Kenyataan juga begitu menyakitkan hingga mendorong salah satu dari mereka ingin mengakhiri hidup.
972083,mendorong,2602,Kota ini memiliki perkembangan yang cepat karena terdapat pelabuhan laut yang mendorong percepatan pembangunan.
972110,mendorong,2602,"Sebelumnya dalam batas-batas dari Jalan lingkar 2 dan 3, area perkotaan Beijing sekarang mendorong pada batas-batas Jalan baru dibangun lingkar 5 dan 6, dengan banyak daerah yang dulunya lahan pertanian sekarang dikembangkan distrik perumahan atau komersial."
972133,mendorong,2602,"Sekitar tahun 1960-an, pemerintah berusaha mendorong para keluarga untuk memiliki keturunan sebanyak mungkin, karena berdasarkan kepercayaan Mao bahwa peningkatan populasi penduduk akan mempengaruhi pertumbuhan sebuah negara, sehingga Mao mencegah program Keluarga Berencana di Tiongkok."
972167,mendorong,2602,"Kawat diplomatik tahun 2004 melaporkan bahwa ""pejabat-pejabat senior di pemerintahan Lange pada masa kebijakan anti-nuklir ditetapkan memberitahu bahwa salah satu pertimbangan yang mendukung kebijakan ini adalah kebijakan ini akan mendorong Selandia Baru keluar atau dikeluarkan dari Anzus, sehingga tidak membebani anggaran pertahanan negara ini pada saat krisis fiskal dan ekonomi""."
972173,mendorong,2602,"Berisi antara lain komitmen 21 pemimpin negara untuk mendorong perdagangan bebas, meningkatkan kerja sama keamanan, serta memerangi terorisme."
972183,mendorong,2602,Kebijakan-kebijakan tersebut bisa disamakan dengan rencana pemerintahan lain di seluruh dunia untuk mendorong pertumbuhan ekonomi.
972187,mendorong,2602,Ia mendorong pengikut-pengikutnya untuk memandangnya sebagai Kristus.
972205,mendorong,2602,"Powell terkenal sebagai orang yang mendorong terjadinya serangan AS ke Irak pada 2003 setelah menunjukkan ""bukti"" adanya senjata pemusnah massal di Irak dalam sebuah Sidang Umum PBB yang ternyata sama sekali tidak ada."
972236,mendorong,2602,"Bagaimanapun penggunaan nama ""Constantinople"" (Konstantinopel) masih umum dalam bahasa Inggris pada abad ke-20, ""Istanbul"" menjadi umum setelah Turki mengadaptasi abjad Latin pada tahun 1928 dan mendorong negara-negara lain untuk menggunakan nama Turki kota tersebut."
972247,mendorong,2602,Wallez kerap mendorong Herge untuk terus menulis cerita propaganda anti komunis.
972254,mendorong,2602,"Tujuan organisasi ini tercantum dalam Pasal Persetujuannya, yaitu mempererat kerja sama moneter internasional, mendorong perdagangan internasional, ketersediaan lapangan pekerjaan, kestabilan nilai tukar, pertumbuhan ekonomi berkelanjutan, dan menyalurkan sumber daya kepada negara anggota yang mengalami kesulitan keuangan."
972258,mendorong,2602,Komite Pembangunan memiliki 25 anggota dan memberi saran tentang isu pembangunan penting dan sumber dana yang dibutuhkan untuk mendorong pembangunan ekonomi di negara berkembang.
972283,mendorong,2601,"Hal ini mendorong fitur unik dari Carat, baling-baling lipat dua : pisau lipat ke depan seperti tombak untuk meminimalkan tarik ketika mesin dimatikan."
972306,mendorong,2602,"Cortes bukan saja menghindar mendorong orang-orang Indian bersatu melawannya, tetapi dia berhasil membujuk sejumlah orang-orang Indian bergabung dengannya menghadapi Aztec."
972331,mendorong,2602,Efek lain dari Perang Korea adalah mendorong NATO untuk mengembangkan struktur militer.
972346,mendorong,2602,"Sejumlah besar luka kepala akibat ledakan granat dan fragmentasi mendorong negara-negara terlibat mengembangkan helm baja modern, dipimpin oleh Perancis yang memperkenalkan helm Adrian pada tahun 1915."
972379,mendorong,2602,"Sebelum wafatnya di usia muda, Rafael juga mendorong pelestarian reruntuhan kuno untuk yang pertama kalinya."
972434,mendorong,2602,"OGP ini mendorong negara-negara anggotanya mewujudkan transparansi, partisipasi publik, akuntabilitas dan inovasi dalam tata kelola pemerintahannya."
972467,mendorong,2601,"Dalam ""Push"", tim harus pergi ke Toko Tembikar Datta Shinde dan mendorong gerobak dengan 75 pot satu kilometer ke Toko Penyediaan Rajkumar di Pasar Mahatma Phule dengan 70 atau lebih pot terputus di tempat tujuan sebelum menerima petunjuk berikutnya."
972482,mendorong,2602,"Secara khusus, Abu Bakar terus mendorong imigran Tionghoa untuk mendirikan perkebunan di Muar, tak lama setelah pemerintah kolonial Britania memutuskan untuk mendukung Abu Bakar ketimbang Tengku Alam Shah (putra sulung Sultan Ali) sebagai Sultan Johor, dan Britania memberikan Abu Bakar kontrol atas Muar."
972539,mendorong,2602,"Dalam rangka giat mendorong semangat keterbukaan yang tidak terbatas pada kalangan instansi pemerintahan, OGI melakukan inovasi-inovasi untuk mengaktifkan pemerintah menjadi lebih terbuka dan melibatkan publik bersama-sama mendorong pemerintahan yang terbuka."
972571,mendorong,2602,Pengalaman-pengalaman ini dapat mendorong individu untuk mencoba bunuh diri.
972653,mendorong,2602,Tugas terapis adalah memberikan suasana yang hangat dan mendukung untuk meningkatkan konsep diri klien serta mendorong klien memperoleh pemahaman terhadap masalah.
972713,mendorong,2602,Maklumat 3 November 1945 adalah maklumat yang mendorong pembentukan partai-partai politik sebagai bagian dari demokrasi.
972726,mendorong,2601,Skema ini menyerupai kondisi penerbangan ketika tali penguat mendorong inti pusat ke depan.
972748,mendorong,2602,"Kepastian apakah pemujaan Kaisar didukung oleh masyarakat masih belum jelas, meskipun para cendekiawan seperti Ashizu Uzuhiko, Sakamoto Koremaru, dan Nitta Hitoshi berpendapat bahwa pendanaan dan kontrol kuil-kuil oleh pemerintah tak pernah mendorong untuk membenarkan sebuah klaim untuk keberadaan Shinto negara."
972771,mendorong,2602,"Selain menggunakan enzim sebagai katalis, reaksi SIPF menggunakan logam transisi yang bertindak sebagai katalis untuk mendorong pembentukan peptida pada kondisi larutan NaCl konsentrasi tinggi dan tembaga (II) yang mana menunjukkan aktivitas katalitik tertinggi."
972793,mendorong,2602,Kami sangat mendorong siswa kami untuk menciptakan produk makanan yang inovatif.
972795,mendorong,2602,"North-Eastern Space Applications Centre adalah pusat ruang angkasa wilayah didirikan pada September 2000 dengan inisiatif bersama Departemen ruang angkasa, Pemerintah India dan Dewan Timur Utara untuk mempercepat penggunaan teknologi penginderaan jauh untuk menemukan mineral alami ditemukan di negara-negara Utara-Timur India dan untuk mendorong pertumbuhan keseluruhan dari negara Timur Utara India menggunakan ilmu pengetahuan dan teknologi ruang angkasa."
972838,mendorong,2602,"Ketika memimpin Sekolah PKT sejak tahun 1993, Hu Jintao melakukan perubahan dengan mendorong diskusi terbuka membahas masalah reformasi."
972944,mendorong,2602,Situasi mendorong para pastor untuk mendirikan asrama (dinamakan Panti Asuhan St. Stefanus) sejak 1982 bagi anak-anak di pedalaman yang tidak mampu secara ekonomi.
972982,mendorong,2602,"Menurut situs perusahaan, tujuannya adalah ""untuk mendorong dan mempromosikan pembuatan, produksi, distribusi dan konsumsi hiburan keluarga yang utuh."
972989,mendorong,2602,"Pengadilan Korea Selatan menerima klaim mereka, dan keputusan mendorong Komisi Perdagangan yang Adil Negara untuk mengeluarkan ""model kontrak"" untuk memperbaiki situasi boyband."
973028,mendorong,2602,Brinkmanship (atau brinksmanship) adalah tindakan mendorong suatu keadaan berbahaya ke ambang kehancuran demi meraih keuntungan sebesar-besarnya.
973073,mendorong,2602,"Namun, sebagai perangkat lunak yang dikembangkan masyarakat telah berkembang lebih populer dan mengikuti pernyataan oleh Perpustakaan Kongres Amerika Serikat yang memungkinkan ""jailbreaking"" perangkat bergerak, produsen dan operator telah melunak posisi mereka mengenai CyanogenMod dan distribusi perangkat tegar resmi lainnya, dengan beberapa, termasuk HTC, Motorola, Samsung dan Sony Ericsson, memberikan dukungan dan mendorong pengembangan."
973077,mendorong,2602,Ia mendorong pendengarnya untuk menerima pengampunan yang ditawarkan melalui Kristus.
973080,mendorong,2602,"Caitlin, adik Ricky, mendorong dia untuk melakukannya, sambil berkata bahwa Peter adalah orang baik."
973107,mendorong,2602,"Demonstrasi ini digerakkan oleh Koalisi untuk Pemilihan Umum yang Bersih dan Adil (Bahasa Melayu: Gabungan Pilihanraya Bersih dan Adil) atau Bersih, sebuah koalisi beberapa organisasi nonpemerintah yang mendorong reformasi pada sistem pemilihan umum Malaysia saat ini, untuk memastikan pemilihan umum yang bersih dan adil."
973163,mendorong,2601,"Masalah ini diselesaikan pula oleh inflasi kosmos, yang menghilangkan semua titik-titik cacat dari alam semesta teramati sebagaimana ia mendorong geometri alam semesta menjadi rata."
973223,mendorong,2602,Bukalapak ingin mendorong para UKM agar dapat memanfaatkan teknologi seperti internet untuk dapat memperluas pangsa pasar mereka.
973240,mendorong,2602,"Internet mendorong partisipasi dan interaksi antara banyak khalayak, mendorong psembentukan semacam pengetahuan kolaboratif."
973242,mendorong,2602,"Begitu terpilih menjadi Paus, Leo XIII bekerja untuk mendorong pemahaman antara Gereja dan dunia modern."
973255,mendorong,2601,"Ketika kabel mengenai alat, segera memicu alat peledak kecil yang mendorong pisau yang memotong kabel."
973273,mendorong,2602,"Pada tahun 1970-an Kanisius mendefinisikan kembali misinya ke arah pemberdayaan rakyat dan mendorong pembelajaran mandiri dengan melakukan diversifikasi lini produk, yang berkisar dari buku keagamaan, pembelajaran mandiri, sejarah, budaya, bahasa, filsafat, sosiologi, manajemen, pertanian, teknologi tepat guna, sampai buku-buku teks untuk TK sampai perguruan tinggi."
973302,mendorong,2602,"Berkurangnya wilayah kekuasaan Negara-Negara Kepausan, yang hanya meliputi Roma dan kawasan sekitarnya, mendorong pergerakan kerajaan baru tersebut karena Napoleon III mengurangi subyek-subyek Katolik-nya dengan menarik garnisun Perancis-nya."
973479,mendorong,2602,"Vaksinasi anak-anak dengan Bacillus Calmette-Guérin sudah dilaporkan jauh menurunkan angka meningitis tuberkulosis, tetapi efektivitasnya yang menurun pada orang dewasa telah mendorong pencarian vaksin yang lebih baik."
973499,mendorong,2602,"Industry Creative Festival (INCREFEST) adalah merupakan sebuah kompetisi bidang Teknologi Informasi Komunikasi (TIK) yang digagas oleh Direktorat Elektronika dan Telematika, Direktorat Jenderal IUBTT Kementerian Perindustrian (Kemenperin) untuk mendorong Industri Kreatif Games, Animasi dan Software dengan format kompetisi bagi para pelaku industri ""startup"" Indonesia."
973510,mendorong,2601,Gelombang yang timbul secara temporer terjadi saat angin menekan air jauh dari darat dan mendorong air yang lebih dalam untuk menggantikannya.
973535,mendorong,2602,Kak Seto juga mendorong serta menyemangati Hughes untuk menjadi presenter di TV.
973605,mendorong,2602,"Setelah itu, ia diberitahu bahwa Furuichi ingin menjadi temannya, mendorong Oga untuk memukul dia di bagian belakang kepala."
973629,mendorong,2602,"Sekretaris Negara Amerika Serikat Hillary Clinton berkunjung ke Myanmar pada 1 Desember 2011, untuk mendorong langkah-langkah maju selanjutnya; kunjungan ini adalah kunjungan pertama seorang Sekretaris Negara Amerika Serikat setelah lebih dari lima puluh tahun."
973630,mendorong,2602,"John Mulvey dari ""Uncut"" merasa bahwa ""peran Homme sebagai produser, mungkin, telah memelihara soundscaping yang dicoba pada pendahulunya ""Humbug"" ini, dan, kritis untuk mendorong rasa ruang dan siluman."""
973648,mendorong,2602,"WIPO dibentuk pada tahun 1967 dengan tujuan ""untuk mendorong kreativitas dan memperkenalkan perlindungan kekayaan intelektual ke seluruh dunia."""
973690,mendorong,2602,"Namun, penguasa Muwahidun juga mendorong perkembangan seni dan tulisan, menghasilkan di antaranya Ibnu Tufail, Ibnu Araby, dan Ibnu Rusyd."
973719,mendorong,2602,"Saat Persemakmuran Filipina meraih status semi-independen pada 1935, Presiden Filipina Manuel Quezon mendorong MacArthur untuk menaungi pembentukan Angkatan Darat Filipina."
973721,mendorong,2602,"Pada Juli 1944, Presiden Roosevelt mendorong MacArthur untuk bertemu dengannya di Hawaii ""untuk menentukan fase aksi melawan Jepang."""
973722,mendorong,2602,"MacArthur mengurungkan kampanye untuk kepresidenannya sendiri, namun ia secara pribadi mendorong para pendukungnya untuk menempatkan namanya di pemungutan suara."
973734,mendorong,2602,"Beberapa tokoh Tionghoa pun berusaha keras mendorong ""kembalinya"" warga Tionghoa ke pangkuan Republik Indonesia."
973735,mendorong,2602,"Perkembangan komunikasi yang menuntut adanya efisiensi waktu ini, kemudian mendorong para ahli untuk menemukan teknologi-teknologi perantara baru yang dapat memfasilitasi keinginan-keinginan tersebut."
973756,mendorong,2601,"Kantong udara kemudi mengembang dengan cepat, dan mendorong kepalanya menuju pipa tersebut."
973781,mendorong,2602,"Di dalam serangkaian rumit manuver dan kontra-manuver, Jepang mendorong kembali armada Rusia pada Pertempuran Port Arthur pada tahun 1905."
973807,mendorong,2602,"Awalnya data ini disimpan dalam format ASCII, tetapi keterbatasan ini mendorong pengelola database untuk memindahkan semua catatan ke format XML (Extensible Markup Language) pada tahun 2000."
973822,mendorong,2602,"Charlie mendorong Eva ke dalam hubungan biasa, tetapi segera mendapati bahwa Eva membalikkan meja terhadapnya, setelah ia ingin hubungan mereka lebih dalam."
973825,mendorong,2602,"Ia juga mendorong persahabatan dengan Britania dan mendukung upaya perluasan wilayah jajahan, seperti penaklukan Aljazair."
973827,mendorong,2602,"Penelitian terbaru ini mendorong sejumlah kalangan untuk berpendapat bahwa iman Perjanjian Baru dan keyakinan pada Yesus seharusnya dipahami dalam hal kesetiaan, loyalitas, dan komitmen kepada-Nya serta ajaran-ajaran-Nya, bukan dalam hal keyakinan, kepercayaan, dan ketergantungan."
973845,mendorong,2602,"Rendahnya oksigen juga mendorong tumbuhan membentuk gas etilena, yang pada gilirannya memperlambat pemanjangan dan pembentukan akar utama dan adventif."
973855,mendorong,2602,"Pada bulan Januari 2015, tanggal rilisnya kembali dipindah ke tanggal 29 Juni 2018 karena adanya restrukturisasi perusahaan, PHK besar-besaran, dan untuk memaksimalkan bakat kreatif dan sumber daya perusahaan, mengurangi biaya, dan mendorong profitabilitas."
973863,mendorong,2601,"Ian pun marah karena dikejutkan Wendy, lalu ia menggeser sebuah kotak yang menyebabkan beberapa paku jatuh, Erin mengambil tongkat dengan magnet dan membersihkan paku-paku tersebut, dan mendorong tongkat magnet itu kesisi lain lemari yang malah mendorong rantai besi kebawah, dan membuat mesin derek yang mati menjadi hidup."
973900,mendorong,2602,"tujuan dari prosedur ini adalah untuk membiasakan para peserta substansial topik perdebatan, mendorong penelitian akademik dan menulis, dan untuk mengaktifkan besar persiapan untuk konferensi."
973914,mendorong,2602,Ledia mendorong agar perempuan Indonesia lebih berperan dalam berbagai bidang.
973945,mendorong,2602,Katedral ini kemudian mendorong pendirian Cathedral and John Connon School pada tahun 1860; untuk menyediakan anggota paduan suara bagi gereja.
973955,mendorong,2602,"Pernikahan Mary dengan seorang pembesar Katolik mendorong saudara tiri Mary, Earl Moray, bergabung dengan para pembesar Protestan lainnya dan memberontak secara terang-terangan."
973962,mendorong,2602,"Pada bulan Maret 2016, setelah pemilihan pendahuluan Super Tuesday, ia menghentikan kampanyenya dan mengumumkan bahwa ia akan menjadi ketua baru My Faith Votes, sebuah kelompok yang mendorong orang Kristen untuk menjalankan tugas sipil mereka untuk memilih."
974024,mendorong,2602,Peristiwa-peristiwa ini dianggap sebagai faktor yang mendorong keberhasilan perundingan perdamaian yang menghasilkan Persetujuan New York.
974051,mendorong,2602,Para ksatria mempertahankan kawasan paling timur Kerajaan Hongaria melawan Cuman dan mendorong perpindahan agama mereka ke Katolik.
974059,mendorong,2602,Pada September 2000 Departemen Luar Negeri dan Perdagangan Australia merilis sebelumnya tentang file rahasia yang menunjukkan bahwa komentar oleh Pemerintah Buruh Whitlam mungkin telah mendorong rezim Suharto untuk menyerang Timor Timur.
974113,mendorong,2602,"Ketua Panitia Anugerah KPI 2017 Nuning Rodiyah menyatakan bahwa penghargaan ini bertujuan meningkatkan kesadaran lembaga penyiaran untuk menyuguhkan program siaran yang berkualitas, memacu persaingan yang sehat antar lembaga penyiaran, mendorong lembaga penyiaran memproduksi dan menyiarkan program siaran yang dapat membentuk jati diri bangsa, serta memberi penghargaan kepada Lembaga Penyiaran, khususnya radio, yang peduli pada masalah-masalah perbatasan."
974118,mendorong,2602,"Namun, karena dia tidak dapat mendorong gerilyawan di Kepulauan Sulu untuk mengirim lebih banyak senjata api, dia terpaksa melancarkan pemberontakan dengan persediaan terbatas."
974133,mendorong,2602,Gagasan penciptaan uang mendorong timbulnya keinginan untuk mendapatkan serta mengakumulasi uang.
974135,mendorong,2602,"'Selain untuk memoderenkan perbankan nasional, Pakto 88 juga berhasil mendorong perekonomian nasional,' terang Doddy."
974137,mendorong,2602,"Di awal tahun 1990-an, Kalend mendorong para alumni BEC agar membuat lembaga kursus untuk menampung pelajar yang tidak mendapat kuota akibat membludaknya peminat yang ingin belajar di BEC."
974140,mendorong,2602,Ia kemudian menjadi Patriarkh Yunani Aleksandria sebagai Kirilos III dan Patriarkh Ekumenikal Konstantinopel sebagai Kirilos I. Lucaris mendorong reformasi Gereja Ortodoks Timur sejalan dengan Protestan dan Kalvinis.
974161,mendorong,2602,"Sebagai contoh di Inggris, pemerintah Inggris hanya memberikan subsidi perumahan kepada sektor publik, pemerintah lokal, serta pengembang nirlaba untuk mendorong pembangunan rumah/perumahan setelah berakhirnya perang."
974211,mendorong,2601,"Melanjutkan gerak maju mereka ke selatan, Divisi ke-4 mampu mengalahkan Satuan Tugas Smith pada awal bulan Juli, dan telah mendorong mundur Divisi Infanteri ke-24 Amerika Serikat sejak saat itu."
974278,mendorong,2602,"Tujuan iredentisme Italia hanya sedikit memengaruhi Korsika, dan baru pada masa pemerintahan Fasis Benito Mussolini, organisasi pertama yang secara kuat mendorong penyatuan pulau tersebut dengan Kerajaan Italia didirikan."
974295,mendorong,2602,Teori permainan mendorong pemegang token untuk berperilaku dalam cara jujur.
974297,mendorong,2602,"Charlemagne banyak mengubah metode produksi, sangat mendorong kebersihan dan tekanan buah anggur dengan mempraktikkannya agar para pembuat bir anggur mencuci kaki mereka meskipun dia mendapat tentangan yang cukup besar."
974301,mendorong,2602,Beberapa profil tinggi perusahaan telah mendorong insinyur perangkat lunak untuk bekerja selama berjam-jam
974304,mendorong,2602,"Dua dari tiga resimen Ruffin tersesat dalam kegelapan, namun Infantri Penerang ke-9 mengarahkan brigadir KGL Sigismund Lowe (Divisi 1) dan mendorong mereka maju untuk mengamankan dataran tinggi."
974310,mendorong,2602,"Kaisar Wen mengambil langkah untuk menembus jurang sosial antara yang kaya dan yang miskin, dan mengurangi korupsi dan mendorong persatuan semua negara di Tiongkok masa itu."
974333,mendorong,2602,"Untuk mewujudkan hal ini, dibutuhkan investasi dalam bidang infrastruktur dan pendidikan berkualitas tinggi yang mendorong kreativitas dan terobosan dalam bidang sains dan teknologi."
974350,mendorong,2602,"Para pemimpin agama yang membuat para janda menjadi miskin, ternyata juga mendorong para janda itu untuk memberi sumbangan di luar kemampuan mereka."
974384,mendorong,2602,"Hujan deras dan angin kencang menyebabkan gangguan yang meluas di Samoa dan Samoa Amerika, yang mendorong dikeluarkannya status keadaan darurat di kedua negara pulau tersebut."
974416,mendorong,2601,Kekejaman mulai dari mendorong Naina ke dalam sumur untuk meninggalkannya sendirian di danau yang penuh dengan buaya.
974471,mendorong,2602,"Teman-teman seperti Olivia Newton-John, yang juga selamat setelah menderita kanker payudara, mendorong media dan penggemar untuk menghargai hak pribadi Minogue."
974509,mendorong,2602,"Penayangan ulang serial tersebut dianggap meraih suksesan dalam sindikasi pada 1970an, yang mendorong pemilik serial pada masa itu, Paramount Pictures, untuk meluaskan waralaba tersebut."
974529,mendorong,2602,"Dalam mendorong upaya penegakkan hukum, Uni Eropa mendukung hak asasi manusia, pembangunan berkelanjutan, akses terhadap global commons bagi semua orang."
974537,mendorong,2602,Dibentuknya FLEGT diharapkan dapat mendorong perusahaan di Uni Eropa untuk membeli produk kayu dari sumber yang bertanggung jawab dan diakui oleh pemerintah.
974541,mendorong,2602,Permainan video teka-teki meliputi genre unik dari permainan video yang mendorong pemecahan teka-teki.
974547,mendorong,2602,"Namun, setelah Raja Abdullah II naik tahta pada tahun 1999, kebijakan ekonomi liberal berhasil mendorong pertumbuhan ekonomi hingga tahun 2009."
974551,mendorong,2602,"Ada beberapa faktor yang mendorong munculnya fenomena Nikah 'Urfi, seperti halnya antara lain; Pergaulan bebas antargender baik itu di sekolah, tempat kerja dan perjalanan, Keadaan rumah tangga yang porak poranda dan minimnya pengawasan dari orang tua, tidak diterapkannya syariat islam, kesimpangsiuran fatwa, dan masih banyak faktor lainnya."
974573,mendorong,2602,"Untuk lebih mendorong pasukannya, Mikhael memerintahkan putra mudanya Theophilos memimpin prosesi di sepanjang dinding, membawa sepotong Salib Sejati dan mantel Perawan Maria, sementara standar besar dikibarkan di atas Gereja St. Maria di Blachernae, dalam pandangan penuh kedua pasukan."
974639,mendorong,2602,"Pada 13 februari, Front Belarus ke-3berhasil mendorong Angkatan Darat ke-4 dari segitiga Heilsberg."
974645,mendorong,2602,"Tak lama setelah serangan pertama XX Bomber Command di Jepang, menyerang Tawata pada malam 15/16 Juni, Arnold mendorong Wolfe untuk menyerang Palembang sebagai bagian dari serangan susulan."
974718,mendorong,2602,Dalam rangka untuk mempercepat investasi ia telah berhasil mendorong penggunaan struktur PPP.
974719,mendorong,2602,"Secara historis, orang Tionghoa telah memberi kontribusi pada perekonomian kota sejak migrasi mereka selama periode Kesultanan Brunei setelah ditemukan bijih antimon dan juga selama pemerintahan Charles Vyner Brooke yang mendorong migrasi orang Tionghoa di luar negara untuk menanam lada hitam di Serawak."
974723,mendorong,2602,Akibat-akibat yang ditimbulkan oleh wabah pes mendorong penataan ulang secara radikal ekonomi dan akhirnya juga masyarakat Eropa.
974773,mendorong,2602,"Tujuan jangka pendek pemerintahan baru ini adalah mengendalikan inflasi, menstabilkan nilai rupiah, memperoleh hutang luar negeri, serta mendorong masuknya investasi asing."
974807,mendorong,2602,"Hal ini tentunya akan meningkatkan kapasitas maksimum pelabuhan dengan arus lalu lintas pertahun hingga mencapai 20 Juta kontainer berukuran 20 kaki, diikuti dengan pendalaman kolam berlabuh kapal hingga mencapai kedalaman -16 Meter Dpl akan mendorong perusahaan pelayaran logistik untuk memperbesar kapasitas angkut kontainer kapal mereka dari rata-rata bekapasitas 3.000 kontainer TEU's menjadi 10.000 kontainer TEU's, bahkan lebih yang nantinya berdampak pada meningkatnya kapasitas muat kontainer kapal seiring dengan makin layaknya infrastruktur pelabuhan untuk menampung kapal berukuran besar."
974811,mendorong,2602,"Rafi lelaki yang agak nakal dan suka berganti-ganti pacar mendorong Bagas mengungkapkan cintanya kepada Alex, panggilan Alexandria."
974831,mendorong,2602,"Thomas A. Edison Melihat kemungkinan yang baru, hubungan atau keterkaitan yang baru, dapat mendorong lahirnya penemuan yang baru."
974853,mendorong,2602,Situs web mereka mendorong pengguna untuk mempetisi PBB untuk memulai boikot resmi.
974857,mendorong,2602,Sistem inilah yang mendorong para Pluker untuk terus aktif di Plurk.
974930,mendorong,2602,"Berkembangnya Amsterdam sebagai salah satu pusat perdagangan di Eropa pada tahun 1580-an mendorong Belanda untuk memperluas jaringan perdagangannya keluar Eropa Utara, terutama ke Mediterania dan Levant."
974949,mendorong,2602,"Pengurangan ini mendorong pebelajar untuk memperbaiki kesalahannya, maka inilah yang disebut penguatan negatif."
974955,mendorong,2602,Hal ini mendorong transisi bertahap dan membawa negara itu kepada pemerintahan yang demokratis.
974959,mendorong,2602,"Karena upaya Nazi untuk mendorong emigrasi Yahudi Jerman kurang berhasil, gagasan mendeportasi orang Yahudi ke Madagaskar diangkat lagi oleh pemerintah Nazi pada tahun 1940."
975032,mendorong,2602,"Rusia mengambil keuntungan dari kemunduran Swedia, dan mengumumkan perang terhadap Swedia dan mendorong Lithuania dan Swedia Livonia."
975106,mendorong,2602,"Kehadiran budaya Amerika yang besar telah mendorong beberapa ketakutan dari ""pengambilalihan budaya,"", dan telah memprakarsai perumusan banyak institusi hukum, dan pemerintahan melindungi budaya Kanada."
975129,mendorong,2602,"RCA, yang menikmati arus deras dari produk Presley sepanjang satu dekade, terus mendorong keikutsertaannya dalam studio tersebut sepanjang waktu."
975159,mendorong,2602,"Segera setelah pendirian Thawalib, para tokohnya mulai menyeru dan mendorong surau-surau di seluruh Sumatera Barat untuk bergabung."
975201,mendorong,2602,"Pertumbuhan industri pariwisata di Pulau Bali mendorong Kota Denpasar menjadi pusat kegiatan bisnis, dan menempatkan kota ini sebagai daerah yang memiliki pendapatan per kapita dan pertumbuhan tinggi di Provinsi Bali."
975267,mendorong,2602,"Tujuan umum dari sastra tersebut bukanlah untuk memperingatkan hari kiamat, tetapi ""untuk mendorong simpati kontra-budaya dan aktivisme sosio-politik dan 'spiritual'""."
975271,mendorong,2601,Setelah terjadi penyerbukan tangkai bunga memanjang dan mendorong bakal buah yang berkembang menjadi buah ke dalam tanah.
